"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - K1";"KV2021 - K2";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ";"KV2021 - Å1";"KV2021 - Stemmeberettigede";"KV2021 - Afgivne stemmer";"KV2021 - Blanke stemmer";"KV2021 - Andre ugyldige stemmer";"KV2021 - Gyldige stemmer";"KV2021 - A";"KV2021 - B";"KV2021 - C";"KV2021 - D";"KV2021 - F";"KV2021 - I";"KV2021 - J";"KV2021 - G";"KV2021 - K";"KV2021 - N";"KV2021 - H";"KV2021 - M";"KV2021 - S";"KV2021 - U";"KV2021 - O";"KV2021 - Z";"KV2021 - L";"KV2021 - R";"KV2021 - V";"KV2021 - P";"KV2021 - E";"KV2021 - Ø";"KV2021 - Å";"KV2021 - 0";"KV2021 - Q";"KV2021 - T";"KV2021 - W";"KV2021 - Y";"KV2021 - Æ"
"480001";"480001";"45";"6";"2";"3560";"2552";"41";"12";"2499";"740";"153";"127";"39";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-";"-";"1176";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3560";"2552";"41";"12";"2499";"740";"153";"127";"39";"120";"-";"-";"-";"-";"-";"-";"-";"-";"-";"110";"-";"-";"-";"1176";"-";"-";"34";"-";"-";"-";"-";"-";"-";"-"
"480002";"480002";"45";"6";"2";"782";"500";"6";"2";"492";"104";"25";"28";"19";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"238";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-";"-";"-";"782";"500";"6";"2";"492";"104";"25";"28";"19";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"238";"-";"-";"8";"-";"-";"-";"-";"-";"-";"-"
"480003";"480003";"45";"6";"2";"1342";"920";"15";"4";"901";"189";"47";"46";"29";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"468";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1342";"920";"15";"4";"901";"189";"47";"46";"29";"57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"47";"-";"-";"-";"468";"-";"-";"18";"-";"-";"-";"-";"-";"-";"-"
"480004";"480004";"45";"6";"2";"1028";"648";"8";"0";"640";"182";"7";"32";"36";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"285";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1028";"648";"8";"0";"640";"182";"7";"32";"36";"37";"-";"-";"-";"-";"-";"-";"-";"-";"-";"50";"-";"-";"-";"285";"-";"-";"11";"-";"-";"-";"-";"-";"-";"-"
"480005";"480005";"45";"6";"2";"1711";"1164";"11";"2";"1151";"388";"18";"58";"56";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"82";"-";"-";"-";"467";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1711";"1164";"11";"2";"1151";"388";"18";"58";"56";"58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"82";"-";"-";"-";"467";"-";"-";"24";"-";"-";"-";"-";"-";"-";"-"
"480006";"480006";"45";"6";"2";"4323";"2834";"49";"16";"2769";"961";"36";"148";"68";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"-";"-";"-";"1119";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4323";"2834";"49";"16";"2769";"961";"36";"148";"68";"182";"-";"-";"-";"-";"-";"-";"-";"-";"-";"208";"-";"-";"-";"1119";"-";"-";"47";"-";"-";"-";"-";"-";"-";"-"
"480007";"480007";"45";"6";"2";"1012";"689";"12";"1";"676";"170";"7";"27";"38";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"310";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1012";"689";"12";"1";"676";"170";"7";"27";"38";"31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"77";"-";"-";"-";"310";"-";"-";"16";"-";"-";"-";"-";"-";"-";"-"
"480008";"480008";"45";"6";"2";"989";"717";"13";"2";"702";"230";"15";"26";"24";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"208";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"989";"717";"13";"2";"702";"230";"15";"26";"24";"62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"117";"-";"-";"-";"208";"-";"-";"20";"-";"-";"-";"-";"-";"-";"-"
"480009";"480009";"45";"6";"2";"1143";"804";"11";"4";"789";"241";"21";"82";"28";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"52";"-";"-";"-";"273";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1143";"804";"11";"4";"789";"241";"21";"82";"28";"71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"52";"-";"-";"-";"273";"-";"-";"21";"-";"-";"-";"-";"-";"-";"-"
"480010";"480010";"45";"6";"2";"1039";"692";"12";"1";"679";"138";"29";"37";"36";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"-";"-";"304";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1039";"692";"12";"1";"679";"138";"29";"37";"36";"48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"-";"-";"304";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-"
"480011";"480011";"45";"6";"2";"2193";"1697";"15";"1";"1681";"329";"55";"457";"34";"145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"591";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2193";"1697";"15";"1";"1681";"329";"55";"457";"34";"145";"-";"-";"-";"-";"-";"-";"-";"-";"-";"38";"-";"-";"-";"591";"-";"-";"32";"-";"-";"-";"-";"-";"-";"-"
"480012";"480012";"45";"6";"2";"1201";"804";"8";"1";"795";"198";"26";"38";"38";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"355";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1201";"804";"8";"1";"795";"198";"26";"38";"38";"82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"44";"-";"-";"-";"355";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-"
"480013";"480013";"45";"6";"2";"3517";"2377";"32";"12";"2333";"650";"52";"183";"62";"193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"1064";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3517";"2377";"32";"12";"2333";"650";"52";"183";"62";"193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"101";"-";"-";"-";"1064";"-";"-";"28";"-";"-";"-";"-";"-";"-";"-"
"482001";"482001";"47";"6";"2";"782";"595";"3";"3";"589";"65";"23";"42";"11";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"245";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"782";"595";"3";"3";"589";"65";"23";"42";"11";"168";"-";"-";"-";"-";"-";"-";"-";"-";"-";"25";"-";"-";"-";"245";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-"
"482002";"482002";"47";"6";"2";"1352";"983";"9";"2";"972";"134";"30";"80";"30";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"336";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1352";"983";"9";"2";"972";"134";"30";"80";"30";"290";"-";"-";"-";"-";"-";"-";"-";"-";"-";"57";"-";"-";"-";"336";"-";"-";"15";"-";"-";"-";"-";"-";"-";"-"
"482003";"482003";"47";"6";"2";"950";"648";"5";"3";"640";"100";"26";"53";"19";"179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"226";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"950";"648";"5";"3";"640";"100";"26";"53";"19";"179";"-";"-";"-";"-";"-";"-";"-";"-";"-";"24";"-";"-";"-";"226";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"482005";"482005";"47";"6";"2";"4442";"3175";"45";"14";"3116";"458";"117";"335";"73";"1210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"-";"-";"772";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4442";"3175";"45";"14";"3116";"458";"117";"335";"73";"1210";"-";"-";"-";"-";"-";"-";"-";"-";"-";"79";"-";"-";"-";"772";"-";"-";"72";"-";"-";"-";"-";"-";"-";"-"
"482006";"482006";"47";"6";"2";"167";"139";"1";"0";"138";"25";"5";"13";"2";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"16";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-";"-";"-";"167";"139";"1";"0";"138";"25";"5";"13";"2";"64";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3";"-";"-";"-";"16";"-";"-";"10";"-";"-";"-";"-";"-";"-";"-"
"482007";"482007";"47";"6";"2";"1430";"1068";"7";"2";"1059";"150";"46";"125";"37";"327";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"313";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1430";"1068";"7";"2";"1059";"150";"46";"125";"37";"327";"-";"-";"-";"-";"-";"-";"-";"-";"-";"42";"-";"-";"-";"313";"-";"-";"19";"-";"-";"-";"-";"-";"-";"-"
"482008";"482008";"47";"6";"2";"536";"398";"5";"1";"392";"49";"26";"56";"19";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"100";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-";"-";"-";"536";"398";"5";"1";"392";"49";"26";"56";"19";"121";"-";"-";"-";"-";"-";"-";"-";"-";"-";"8";"-";"-";"-";"100";"-";"-";"13";"-";"-";"-";"-";"-";"-";"-"
"482010";"482010";"47";"6";"2";"968";"726";"7";"2";"717";"62";"84";"64";"21";"253";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"183";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-";"-";"-";"968";"726";"7";"2";"717";"62";"84";"64";"21";"253";"-";"-";"-";"-";"-";"-";"-";"-";"-";"36";"-";"-";"-";"183";"-";"-";"14";"-";"-";"-";"-";"-";"-";"-"
"492001";"492001";"48";"6";"2";"2426";"1856";"20";"7";"1829";"254";"40";"366";"-";"60";"-";"-";"-";"-";"-";"-";"153";"-";"-";"256";"-";"-";"-";"92";"525";"-";"-";"-";"-";"-";"-";"-";"-";"-";"83";"-";"2426";"1856";"20";"7";"1829";"254";"40";"366";"-";"60";"-";"-";"-";"-";"-";"-";"153";"-";"-";"256";"-";"-";"-";"92";"525";"-";"-";"-";"-";"-";"-";"-";"-";"83"
"492002";"492002";"48";"6";"2";"1793";"1458";"4";"9";"1445";"438";"47";"125";"-";"119";"-";"-";"-";"-";"-";"-";"47";"-";"-";"22";"-";"-";"-";"185";"183";"-";"-";"-";"-";"-";"-";"-";"-";"-";"279";"-";"1793";"1458";"4";"9";"1445";"438";"47";"125";"-";"119";"-";"-";"-";"-";"-";"-";"47";"-";"-";"22";"-";"-";"-";"185";"183";"-";"-";"-";"-";"-";"-";"-";"-";"279"
"492003";"492003";"48";"6";"2";"968";"721";"9";"5";"707";"161";"31";"59";"-";"65";"-";"-";"-";"-";"-";"-";"79";"-";"-";"10";"-";"-";"-";"101";"128";"-";"-";"-";"-";"-";"-";"-";"-";"-";"73";"-";"968";"721";"9";"5";"707";"161";"31";"59";"-";"65";"-";"-";"-";"-";"-";"-";"79";"-";"-";"10";"-";"-";"-";"101";"128";"-";"-";"-";"-";"-";"-";"-";"-";"73"
"510001";"510001";"61";"7";"2";"2430";"1541";"23";"8";"1510";"361";"36";"90";"132";"52";"3";"-";"-";"22";"-";"-";"-";"33";"0";"124";"-";"-";"-";"602";"-";"-";"39";"16";"-";"-";"-";"-";"-";"-";"-";"-";"2430";"1541";"23";"8";"1510";"361";"36";"90";"132";"52";"3";"-";"-";"22";"-";"-";"-";"33";"0";"124";"-";"-";"-";"602";"-";"-";"39";"16";"-";"-";"-";"-";"-";"-"
"510002";"510002";"61";"7";"2";"708";"434";"9";"2";"423";"86";"10";"25";"54";"4";"4";"-";"-";"14";"-";"-";"-";"14";"1";"48";"-";"-";"-";"148";"-";"-";"12";"3";"-";"-";"-";"-";"-";"-";"-";"-";"708";"434";"9";"2";"423";"86";"10";"25";"54";"4";"4";"-";"-";"14";"-";"-";"-";"14";"1";"48";"-";"-";"-";"148";"-";"-";"12";"3";"-";"-";"-";"-";"-";"-"
"510003";"510003";"61";"7";"2";"225";"154";"2";"0";"152";"24";"3";"13";"18";"4";"0";"-";"-";"5";"-";"-";"-";"5";"0";"15";"-";"-";"-";"57";"-";"-";"5";"3";"-";"-";"-";"-";"-";"-";"-";"-";"225";"154";"2";"0";"152";"24";"3";"13";"18";"4";"0";"-";"-";"5";"-";"-";"-";"5";"0";"15";"-";"-";"-";"57";"-";"-";"5";"3";"-";"-";"-";"-";"-";"-"
"510004";"510004";"61";"7";"2";"302";"206";"2";"1";"203";"29";"4";"10";"22";"8";"1";"-";"-";"2";"-";"-";"-";"3";"0";"12";"-";"-";"-";"104";"-";"-";"3";"5";"-";"-";"-";"-";"-";"-";"-";"-";"302";"206";"2";"1";"203";"29";"4";"10";"22";"8";"1";"-";"-";"2";"-";"-";"-";"3";"0";"12";"-";"-";"-";"104";"-";"-";"3";"5";"-";"-";"-";"-";"-";"-"
"510005";"510005";"61";"7";"2";"2783";"1949";"30";"7";"1912";"536";"163";"331";"89";"83";"6";"-";"-";"28";"-";"-";"-";"67";"9";"75";"-";"-";"-";"400";"-";"-";"107";"18";"-";"-";"-";"-";"-";"-";"-";"-";"2783";"1949";"30";"7";"1912";"536";"163";"331";"89";"83";"6";"-";"-";"28";"-";"-";"-";"67";"9";"75";"-";"-";"-";"400";"-";"-";"107";"18";"-";"-";"-";"-";"-";"-"
"510006";"510006";"61";"7";"2";"2608";"1601";"17";"12";"1572";"577";"82";"181";"72";"69";"2";"-";"-";"48";"-";"-";"-";"58";"4";"105";"-";"-";"-";"248";"-";"-";"104";"22";"-";"-";"-";"-";"-";"-";"-";"-";"2608";"1601";"17";"12";"1572";"577";"82";"181";"72";"69";"2";"-";"-";"48";"-";"-";"-";"58";"4";"105";"-";"-";"-";"248";"-";"-";"104";"22";"-";"-";"-";"-";"-";"-"
"510007";"510007";"61";"7";"2";"3604";"2131";"43";"4";"2084";"631";"127";"342";"85";"96";"10";"-";"-";"20";"-";"-";"-";"71";"7";"106";"-";"-";"-";"363";"-";"-";"200";"26";"-";"-";"-";"-";"-";"-";"-";"-";"3604";"2131";"43";"4";"2084";"631";"127";"342";"85";"96";"10";"-";"-";"20";"-";"-";"-";"71";"7";"106";"-";"-";"-";"363";"-";"-";"200";"26";"-";"-";"-";"-";"-";"-"
"510008";"510008";"61";"7";"2";"3451";"2518";"39";"6";"2473";"744";"209";"390";"97";"87";"7";"-";"-";"51";"-";"-";"-";"72";"11";"79";"-";"-";"-";"553";"-";"-";"141";"32";"-";"-";"-";"-";"-";"-";"-";"-";"3451";"2518";"39";"6";"2473";"744";"209";"390";"97";"87";"7";"-";"-";"51";"-";"-";"-";"72";"11";"79";"-";"-";"-";"553";"-";"-";"141";"32";"-";"-";"-";"-";"-";"-"
"510009";"510009";"61";"7";"2";"1146";"770";"10";"3";"757";"196";"13";"73";"53";"25";"7";"-";"-";"27";"-";"-";"-";"19";"3";"42";"-";"-";"-";"275";"-";"-";"8";"16";"-";"-";"-";"-";"-";"-";"-";"-";"1146";"770";"10";"3";"757";"196";"13";"73";"53";"25";"7";"-";"-";"27";"-";"-";"-";"19";"3";"42";"-";"-";"-";"275";"-";"-";"8";"16";"-";"-";"-";"-";"-";"-"
"510010";"510010";"61";"7";"2";"2593";"1714";"35";"12";"1667";"612";"112";"223";"55";"81";"5";"-";"-";"27";"-";"-";"-";"36";"4";"67";"-";"-";"-";"286";"-";"-";"120";"39";"-";"-";"-";"-";"-";"-";"-";"-";"2593";"1714";"35";"12";"1667";"612";"112";"223";"55";"81";"5";"-";"-";"27";"-";"-";"-";"36";"4";"67";"-";"-";"-";"286";"-";"-";"120";"39";"-";"-";"-";"-";"-";"-"
"510011";"510011";"61";"7";"2";"2225";"1577";"17";"5";"1555";"520";"164";"230";"42";"45";"2";"-";"-";"26";"-";"-";"-";"44";"3";"57";"-";"-";"-";"298";"-";"-";"108";"16";"-";"-";"-";"-";"-";"-";"-";"-";"2225";"1577";"17";"5";"1555";"520";"164";"230";"42";"45";"2";"-";"-";"26";"-";"-";"-";"44";"3";"57";"-";"-";"-";"298";"-";"-";"108";"16";"-";"-";"-";"-";"-";"-"
"510012";"510012";"61";"7";"2";"425";"300";"4";"1";"295";"60";"16";"24";"29";"7";"0";"-";"-";"12";"-";"-";"-";"6";"1";"10";"-";"-";"-";"119";"-";"-";"9";"2";"-";"-";"-";"-";"-";"-";"-";"-";"425";"300";"4";"1";"295";"60";"16";"24";"29";"7";"0";"-";"-";"12";"-";"-";"-";"6";"1";"10";"-";"-";"-";"119";"-";"-";"9";"2";"-";"-";"-";"-";"-";"-"
"510013";"510013";"61";"7";"2";"1008";"680";"8";"3";"669";"165";"18";"94";"40";"48";"0";"-";"-";"13";"-";"-";"-";"83";"0";"46";"-";"-";"-";"122";"-";"-";"32";"8";"-";"-";"-";"-";"-";"-";"-";"-";"1008";"680";"8";"3";"669";"165";"18";"94";"40";"48";"0";"-";"-";"13";"-";"-";"-";"83";"0";"46";"-";"-";"-";"122";"-";"-";"32";"8";"-";"-";"-";"-";"-";"-"
"510014";"510014";"61";"7";"2";"2171";"1699";"21";"2";"1676";"553";"82";"341";"69";"74";"3";"-";"-";"16";"-";"-";"-";"31";"4";"65";"-";"-";"-";"373";"-";"-";"55";"10";"-";"-";"-";"-";"-";"-";"-";"-";"2171";"1699";"21";"2";"1676";"553";"82";"341";"69";"74";"3";"-";"-";"16";"-";"-";"-";"31";"4";"65";"-";"-";"-";"373";"-";"-";"55";"10";"-";"-";"-";"-";"-";"-"
"510015";"510015";"61";"7";"2";"573";"433";"6";"1";"426";"91";"12";"32";"24";"15";"1";"-";"-";"8";"-";"-";"-";"19";"0";"33";"-";"-";"-";"165";"-";"-";"21";"5";"-";"-";"-";"-";"-";"-";"-";"-";"573";"433";"6";"1";"426";"91";"12";"32";"24";"15";"1";"-";"-";"8";"-";"-";"-";"19";"0";"33";"-";"-";"-";"165";"-";"-";"21";"5";"-";"-";"-";"-";"-";"-"
"510016";"510016";"61";"7";"2";"376";"293";"6";"0";"287";"65";"17";"47";"18";"5";"1";"-";"-";"3";"-";"-";"-";"7";"0";"18";"-";"-";"-";"93";"-";"-";"12";"1";"-";"-";"-";"-";"-";"-";"-";"-";"376";"293";"6";"0";"287";"65";"17";"47";"18";"5";"1";"-";"-";"3";"-";"-";"-";"7";"0";"18";"-";"-";"-";"93";"-";"-";"12";"1";"-";"-";"-";"-";"-";"-"
"510017";"510017";"61";"7";"2";"339";"246";"2";"0";"244";"84";"6";"29";"24";"9";"0";"-";"-";"1";"-";"-";"-";"10";"2";"16";"-";"-";"-";"47";"-";"-";"14";"2";"-";"-";"-";"-";"-";"-";"-";"-";"339";"246";"2";"0";"244";"84";"6";"29";"24";"9";"0";"-";"-";"1";"-";"-";"-";"10";"2";"16";"-";"-";"-";"47";"-";"-";"14";"2";"-";"-";"-";"-";"-";"-"
"510018";"510018";"61";"7";"2";"1262";"1008";"13";"2";"993";"308";"87";"142";"30";"48";"5";"-";"-";"19";"-";"-";"-";"18";"6";"52";"-";"-";"-";"224";"-";"-";"39";"15";"-";"-";"-";"-";"-";"-";"-";"-";"1262";"1008";"13";"2";"993";"308";"87";"142";"30";"48";"5";"-";"-";"19";"-";"-";"-";"18";"6";"52";"-";"-";"-";"224";"-";"-";"39";"15";"-";"-";"-";"-";"-";"-"
"510019";"510019";"61";"7";"2";"1167";"866";"9";"6";"851";"232";"37";"124";"46";"22";"4";"-";"-";"9";"-";"-";"-";"18";"1";"74";"-";"-";"-";"232";"-";"-";"34";"18";"-";"-";"-";"-";"-";"-";"-";"-";"1167";"866";"9";"6";"851";"232";"37";"124";"46";"22";"4";"-";"-";"9";"-";"-";"-";"18";"1";"74";"-";"-";"-";"232";"-";"-";"34";"18";"-";"-";"-";"-";"-";"-"
"510020";"510020";"61";"7";"2";"135";"110";"3";"0";"107";"27";"3";"6";"10";"2";"0";"-";"-";"1";"-";"-";"-";"7";"0";"10";"-";"-";"-";"39";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-";"-";"-";"135";"110";"3";"0";"107";"27";"3";"6";"10";"2";"0";"-";"-";"1";"-";"-";"-";"7";"0";"10";"-";"-";"-";"39";"-";"-";"2";"0";"-";"-";"-";"-";"-";"-"
"510021";"510021";"61";"7";"2";"692";"524";"3";"2";"519";"150";"28";"93";"50";"10";"2";"-";"-";"8";"-";"-";"-";"11";"1";"42";"-";"-";"-";"106";"-";"-";"16";"2";"-";"-";"-";"-";"-";"-";"-";"-";"692";"524";"3";"2";"519";"150";"28";"93";"50";"10";"2";"-";"-";"8";"-";"-";"-";"11";"1";"42";"-";"-";"-";"106";"-";"-";"16";"2";"-";"-";"-";"-";"-";"-"
"510022";"510022";"61";"7";"2";"544";"391";"3";"2";"386";"85";"30";"46";"30";"13";"1";"-";"-";"5";"-";"-";"-";"21";"0";"13";"-";"-";"-";"106";"-";"-";"27";"9";"-";"-";"-";"-";"-";"-";"-";"-";"544";"391";"3";"2";"386";"85";"30";"46";"30";"13";"1";"-";"-";"5";"-";"-";"-";"21";"0";"13";"-";"-";"-";"106";"-";"-";"27";"9";"-";"-";"-";"-";"-";"-"
"510024";"510024";"61";"7";"2";"1031";"715";"6";"2";"707";"311";"13";"54";"55";"18";"2";"-";"-";"10";"-";"-";"-";"9";"0";"49";"-";"-";"-";"158";"-";"-";"21";"7";"-";"-";"-";"-";"-";"-";"-";"-";"1031";"715";"6";"2";"707";"311";"13";"54";"55";"18";"2";"-";"-";"10";"-";"-";"-";"9";"0";"49";"-";"-";"-";"158";"-";"-";"21";"7";"-";"-";"-";"-";"-";"-"
"510025";"510025";"61";"7";"2";"1034";"696";"8";"1";"687";"151";"8";"32";"79";"20";"1";"-";"-";"43";"-";"-";"-";"8";"3";"39";"-";"-";"-";"288";"-";"-";"10";"5";"-";"-";"-";"-";"-";"-";"-";"-";"1034";"696";"8";"1";"687";"151";"8";"32";"79";"20";"1";"-";"-";"43";"-";"-";"-";"8";"3";"39";"-";"-";"-";"288";"-";"-";"10";"5";"-";"-";"-";"-";"-";"-"
"510026";"510026";"61";"7";"2";"2878";"1987";"26";"16";"1945";"726";"34";"291";"117";"48";"13";"-";"-";"4";"-";"-";"-";"32";"6";"102";"-";"-";"-";"515";"-";"-";"30";"27";"-";"-";"-";"-";"-";"-";"-";"-";"2878";"1987";"26";"16";"1945";"726";"34";"291";"117";"48";"13";"-";"-";"4";"-";"-";"-";"32";"6";"102";"-";"-";"-";"515";"-";"-";"30";"27";"-";"-";"-";"-";"-";"-"
"510028";"510028";"61";"7";"2";"2663";"1692";"14";"7";"1671";"633";"37";"249";"73";"59";"7";"-";"-";"2";"-";"-";"-";"18";"1";"87";"-";"-";"-";"448";"-";"-";"39";"18";"-";"-";"-";"-";"-";"-";"-";"-";"2663";"1692";"14";"7";"1671";"633";"37";"249";"73";"59";"7";"-";"-";"2";"-";"-";"-";"18";"1";"87";"-";"-";"-";"448";"-";"-";"39";"18";"-";"-";"-";"-";"-";"-"
"510029";"510029";"61";"7";"2";"824";"532";"7";"3";"522";"146";"15";"73";"29";"6";"7";"-";"-";"8";"-";"-";"-";"7";"2";"35";"-";"-";"-";"174";"-";"-";"13";"7";"-";"-";"-";"-";"-";"-";"-";"-";"824";"532";"7";"3";"522";"146";"15";"73";"29";"6";"7";"-";"-";"8";"-";"-";"-";"7";"2";"35";"-";"-";"-";"174";"-";"-";"13";"7";"-";"-";"-";"-";"-";"-"
"510030";"510030";"61";"7";"2";"1162";"879";"10";"1";"868";"220";"23";"80";"34";"20";"11";"-";"-";"7";"-";"-";"-";"14";"3";"34";"-";"-";"-";"391";"-";"-";"21";"10";"-";"-";"-";"-";"-";"-";"-";"-";"1162";"879";"10";"1";"868";"220";"23";"80";"34";"20";"11";"-";"-";"7";"-";"-";"-";"14";"3";"34";"-";"-";"-";"391";"-";"-";"21";"10";"-";"-";"-";"-";"-";"-"
"510031";"510031";"61";"7";"2";"434";"285";"4";"1";"280";"92";"4";"29";"17";"12";"5";"-";"-";"2";"-";"-";"-";"4";"0";"13";"-";"-";"-";"96";"-";"-";"5";"1";"-";"-";"-";"-";"-";"-";"-";"-";"434";"285";"4";"1";"280";"92";"4";"29";"17";"12";"5";"-";"-";"2";"-";"-";"-";"4";"0";"13";"-";"-";"-";"96";"-";"-";"5";"1";"-";"-";"-";"-";"-";"-"
"510032";"510032";"61";"7";"2";"573";"388";"13";"1";"374";"96";"5";"32";"44";"7";"0";"-";"-";"28";"-";"-";"-";"19";"0";"12";"-";"-";"-";"120";"-";"-";"6";"5";"-";"-";"-";"-";"-";"-";"-";"-";"573";"388";"13";"1";"374";"96";"5";"32";"44";"7";"0";"-";"-";"28";"-";"-";"-";"19";"0";"12";"-";"-";"-";"120";"-";"-";"6";"5";"-";"-";"-";"-";"-";"-"
"510033";"510033";"61";"7";"2";"911";"602";"13";"3";"586";"131";"12";"43";"38";"16";"1";"-";"-";"4";"-";"-";"-";"15";"2";"30";"-";"-";"-";"279";"-";"-";"8";"7";"-";"-";"-";"-";"-";"-";"-";"-";"911";"602";"13";"3";"586";"131";"12";"43";"38";"16";"1";"-";"-";"4";"-";"-";"-";"15";"2";"30";"-";"-";"-";"279";"-";"-";"8";"7";"-";"-";"-";"-";"-";"-"
"510034";"510034";"61";"7";"2";"474";"325";"4";"1";"320";"65";"3";"31";"26";"10";"1";"-";"-";"4";"-";"-";"-";"25";"1";"27";"-";"-";"-";"117";"-";"-";"7";"3";"-";"-";"-";"-";"-";"-";"-";"-";"474";"325";"4";"1";"320";"65";"3";"31";"26";"10";"1";"-";"-";"4";"-";"-";"-";"25";"1";"27";"-";"-";"-";"117";"-";"-";"7";"3";"-";"-";"-";"-";"-";"-"
"510035";"510035";"61";"7";"2";"640";"464";"7";"1";"456";"126";"6";"44";"34";"8";"1";"-";"-";"4";"-";"-";"-";"5";"12";"21";"-";"-";"-";"175";"-";"-";"14";"6";"-";"-";"-";"-";"-";"-";"-";"-";"640";"464";"7";"1";"456";"126";"6";"44";"34";"8";"1";"-";"-";"4";"-";"-";"-";"5";"12";"21";"-";"-";"-";"175";"-";"-";"14";"6";"-";"-";"-";"-";"-";"-"
